Item No;Description;Manufacturer;Model Number;Item Type;Custodian;Location;Status;Procedure;Contract Agency;Asset Number;Action Interval;Category;Memo;Serial No;Part Of;Date Acquired;Cost;Action Cost;Time Required;Alternate ID;Department;Metrology Discipline;Range;Standard Type;Use Std;Date Due;Item Out;Last Action Date;UDF Text 1;UDF Text 2;UDF Text 3;UDF Text 4;UDF Text 5;UDF Text 6;UDF Text 7;UDF Text 8;UDF Numeric 1;UDF Numeric 2;UDF Numeric 3;UDF Numeric 4;UDF Numeric 5;UDF Numeric 6;UDF Numeric 7;UDF Numeric 8;Customer Owned;Customer
538;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;R54;Active;;Accredited Lab;MW-PM137;365;Pressure;;60934;;;;;;MC2019;Manufacturing;Pressure;0 - 300 PSIG;Working;;3/22/2022;;3/22/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
539;Ashcroft Module;Ashcroft;AQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;R54;Active;;Ashcroft;MW-PM138;365;Pressure;;62808-2;;;;;;;Manufacturing;Pressure;0 - 15 PSIG;Working;;5/6/2022;;5/6/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
540;Ashcroft Module;Ashcroft;AQS-2 (+/- 0.025%);Calibration;Dave Niezgodzki;R54;Active;;Ashcroft;MW-PM139;365;Pressure;;63031;;;;;;;Manufacturing;Pressure;0 - 100 PSIA;Working;;2/10/2022;;2/10/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
541;Ashcroft Module;Ashcroft;AQS-2 (+/- 0.025%);Calibration;Dave Niezgodzki;R54;Active;;Ashcroft;MW-PM140;365;Pressure;;62696;;;;;;;Manufacturing;Pressure;0 - 30 PSIA;Working;;2/10/2022;;2/10/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
542;Ashcroft Module;Ashcroft;AQS-2 (+/- 0.025%);Calibration;Dave Niezgodzki;R54;Active;;Ashcroft;MW-PM141;365;Pressure;;58838;;;;;;;Manufacturing;Pressure;0 - 100 PSIG;Working;;2/10/2022;;2/10/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
543;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;R54;Active;;Accredited Lab;MW-PM142;365;Pressure;;16172-1;;;;;;MC2010;Manufacturing;Pressure;0 - 5 PSIG;Working;;3/1/2022;;3/1/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
544;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;R54;Active;;Accredited Lab;MW-PM143;365;Pressure;;61965;;;;;;MC2019;Manufacturing;Pressure;0 - 300 PSIG;Working;;3/22/2022;;3/22/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
545;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;R54;Active;;PSL;MW-PM144;365;Pressure;;60932;;;;;;MC2010;Manufacturing;Pressure;0 - 5 PSIG;Working;;4/14/2022;;4/14/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
546;Ashcroft Module;Ashcroft;AQS-2 (+/- 0.025%);Calibration;Dave Niezgodzki;R54;Active;;Accredited Lab;MW-PM145;365;Pressure;;58849;;;;;;;Manufacturing;Pressure;0 - 30 PSIG;Working;;3/16/2022;;3/16/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
547;Ashcroft Module;Ashcroft;AQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;R54;Active;;Ashcroft;MW-PM146;365;Pressure;;13648;;;;;;;Manufacturing;Pressure;0 - 600 PSIG;Working;;10/27/2021;;10/27/2020;Direct Impact;;;;;;;;;;;;;;;;False;R54
548;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R54;Active;;Accredited Lab;MW-PM147;365;Pressure;;59394;;;;;;MC4005;Manufacturing;Pressure;+/- 12.5" WC;Working;;11/2/2021;;11/2/2020;Direct Impact;;;;;;;;;;;;;;;;False;R54
549;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R54;Active;;MC Lab;MW-PM148;365;Pressure;;60681;;;;;;MC1005;Manufacturing;Pressure;0 - 10" WC;Working;;10/18/2022;;10/18/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
550;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.07%);Calibration;Dave Niezgodzki;R54;Active;;Ashcroft;MW-PM149;365;Pressure;;60007;;;;;;MC4001;Manufacturing;Pressure;+/- 0.5" WC;Working;;4/15/2022;;4/15/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
551;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R54;Active;;Accredited Lab;MW-PM150;365;Pressure;;60005;;;;;;MC1006;Manufacturing;Pressure;0 - 25.0" WC;Working;;4/5/2022;;4/5/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
552;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R54;Active;;Ashcroft;MW-PM151;365;Pressure;;57513;;;;;;MC1002;Manufacturing;Pressure;0 - 1.0" WC;Working;;4/15/2022;;4/15/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
553;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R54;Active;;Accredited Lab;MW-PM152;365;Pressure;;58650;;;;;;MC1004;Manufacturing;Pressure;0 - 5.0" WC;Working;;4/5/2022;;4/5/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
554;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R64;Active;;Ashcroft;MW-PM153;365;Pressure;;56558;;;;;;MC1007;Manufacturing;Pressure;0 - 50.0" WC;Working;;4/16/2022;;4/16/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
555;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;MC Lab;Active;;PSL;LW-MFC024;91;Multi-Function Calibrator;;49514;;;;;;;Lab;Multiple;Multi;Working;;11/9/2021;;8/10/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
556;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R54;Active;;MC Lab;MW-MFC063;365;Multi-Function Calibrator;;49869;;;;;;;Manufacturing;Multiple;Multi;Working;;6/23/2022;;6/23/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
557;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R54;Active;;Accredited Lab;MW-MFC064;365;Multi-Function Calibrator;;49447;;;;;;;Manufacturing;Multiple;Multi;Working;;9/2/2022;;9/2/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
558;Digital Multimeter;Agilent;34450A;Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LS-DMM08;182;Electrical Calibrations;;MY54170010;;;;;;;Lab;Electrical Measurment;Multi;Working;;12/9/2021;;6/10/2021;Direct Impact;;;;;;;;;;;;;;;;False;Main Lab
559;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM086;365;Pressure;;57125;;;;;;MC2016;Lab;Pressure;0 - 100 PSIG;Working;;7/14/2022;;7/14/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
560;MC DAQ;Measurement Computing;USB-2416;Calibration;Dave Niezgodzki;MC Lab;Active;;Measurement Comp.;LW-DAQ21;365;Electrical Measurement;;84777;;;;;;;Lab;Lab;Multi;Working;;4/14/2022;;4/14/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
561;MC DAQ;Measurement Computing;USB-2416;Calibration;Dave Niezgodzki;MC Lab;Active;;Measurement Comp.;LW-DAQ22;365;Electrical Measurement;;84780;;;;;;;Lab;Lab;Multi;Working;;10/26/2021;;10/26/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
562;Pace Chassis;GE/Druck;5000;Cal Not Req;Dave Niezgodzki;MC Lab;Active;;Transcat;MW-DPI20;1826;Digital Pressure Indicator;;4347137;;;;;;;Lab;Pressure;;Working;;4/11/2024;;4/12/2019;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
563;Carbon Dioxide Probe;Vaisala;GMP343;Validation;Dave Niezgodzki;MC Lab;Inactive;;Vaisala;LR-COT01;;Carbon Dioxide Measurement;;M4640007;;;;;;;Lab;Carbon Dioxide Measurement;0 - 4000 ppm;Primary;;6/19/2020;;3/20/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
564;Ashcroft Module;Ashcroft;AQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R64 616;Active;;Ashcroft;MW-PM154;365;Pressure;;60463;;;;;;;Manufacturing;Pressure;+/- 12.5" WC;Working;;6/28/2022;;6/28/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
565;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R64 MS;Active;;PSL;MW-PM155;365;Pressure;;62166;;;;;;MC1004;Manufacturing;Pressure;0 - 5.0" WC;Working;;5/12/2022;;5/12/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
566;Ashcroft Module;Ashcroft;AQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R64 616;Active;;Ashcroft;MW-PM156;365;Pressure;;60466;;;;;;;Manufacturing;Pressure;+/- 5.0" WC;Working;;6/25/2022;;6/25/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
567;Ashcroft Module;Ashcroft;AQS-2 (+/- 0.025%);Calibration;Dave Niezgodzki;R64 47X;Active;;Ashcroft;MW-PM157;365;Pressure;;60459;;;;;;;Manufacturing;Pressure;0 - 10.0 PSIG;Working;;4/28/2022;;4/28/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
568;Ashcroft Module;Ashcroft;AQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R64 616;Active;;Ashcroft;MW-PM158;365;Pressure;;39250;;;;;;;Manufacturing;Pressure;0 - 3.0" WC;Working;;6/17/2022;;6/17/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
569;Ashcroft Module;Ashcroft;AQS-2 (+/- 0.025%);Calibration;Dave Niezgodzki;R64 47X;Active;;Ashcroft;MW-PM159;365;Pressure;;60462;;;;;;;Manufacturing;Pressure;0 - 50.0 PSIG;Working;;4/28/2022;;4/28/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
570;Ashcroft Module;Ashcroft;AQS-2 (+/- 0.025%);Calibration;Dave Niezgodzki;R64 47X;Active;;Ashcroft;MW-PM160;365;Pressure;;60458;;;;;;;Manufacturing;Pressure;0 - 100.0 PSIG;Working;;4/28/2022;;4/28/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
571;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R64 616;Active;;Ashcroft;MW-PM161;365;Pressure;;62165;;;;;;MC1003;Manufacturing;Pressure;0 - 2" WC;Working;;4/28/2022;;4/28/2021;Directimpact;;;;;;;;;;;;;;;;False;R64
572;Ashcroft Module;Ashcroft;AQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R64;Active;;MC Lab;MW-PM162;365;Pressure;;60464;;;;;;;Manufacturing;Pressure;+/- 2.5" WC;Working;;10/18/2022;;10/18/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
573;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R64;Active;;Ashcroft;MW-PM163;365;Pressure;;62167;;;;;;MC1005;Manufacturing;Pressure;0 - 10.0" WC;Working;;6/28/2022;;6/28/2021;Direct impact;;;;;;;;;;;;;;;;False;R64
574;Ashcroft Module;Ashcroft;AQS-2 (+/- 0.025%);Calibration;Dave Niezgodzki;R64 47X;Active;;Ashcroft;MW-PM164;365;Pressure;;60498;;;;;;;Manufacturing;Pressure;0 - 500.0 PSIG;Working;;4/28/2022;;4/28/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
575;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R64;Active;;PSL;MW-PM165;182;Pressure;;33758;;;;;;MC1104;Manufacturing;Pressure;0 - 5.0" WC;Working;;11/9/2021;;5/11/2021;Direct impact;;;;;;;;;;;;;;;;False;R64
576;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R64 DH;Active;;MC Lab;MW-PM166;365;Pressure;;29952;;;;;;MC1007;Manufacturing;Pressure;0 - 50.0" WC;Working;;6/28/2022;;6/28/2021;Direct impact;;;;;;;;;;;;;;;;False;R64
577;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R64 DH;Active;;MC Lab;MW-PM167;365;Pressure;;33802;;;;;;MC1008;Manufacturing;Pressure;0 - 100.0" WC;Working;;6/25/2022;;6/25/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
578;Ashcroft Module;Ashcroft;AQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R64;Active;;Accredited Lab;MW-PM168;365;Pressure;;60468;;;;;;;Manufacturing;Pressure;0 - 25.0" WC;Working;;4/7/2022;;4/7/2021;Direct impact;;;;;;;;;;;;;;;;False;R64
579;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R64 DH;Active;;PSL;MW-PM169;182;Pressure;;33800;;;;;;;Manufacturing;Pressure;0 - 10.0" WC;Working;;11/9/2021;;5/11/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
580;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.1%);Calibration;Dave Niezgodzki;R64 47X;Active;;Ashcroft;MW-PM170;365;Pressure;;29705-1;;;;;;MC1102;Manufacturing;Pressure;0 - 1.0" WC;Working;;6/17/2022;;6/17/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
581;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R64 47X;Active;;Ashcroft;MW-PM171;365;Pressure;;39569;;;;;;MC1004;Manufacturing;Pressure;0 - 5.0" WC;Working;;7/1/2022;;7/1/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
582;Ashcroft Module;Ashcroft;AQS-2 (+/- 0.025%);Calibration;Dave Niezgodzki;R64 47X;Active;;Ashcroft;MW-PM172;365;Pressure;;60460;;;;;;;Manufacturing;Pressure;0 - 30.0 PSIG;Working;;4/28/2022;;4/28/2021;Direct impact;;;;;;;;;;;;;;;;False;R64
583;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;R64 DH;Active;;PSL;MW-PM173;365;Pressure;;62272;;;;;;MC2012;Manufacturing;Pressure;0 - 15.0 PSIG;Working;;5/5/2022;;5/5/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
584;Ashcroft Module;Alicat Scientific;AQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R64 616;Active;;MC Lab;MW-PM174;365;Pressure;;39253;;;;;;;Manufacturing;Pressure;0 - 50" WC;Working;;6/28/2022;;6/28/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
585;Ashcroft Module;Ashcroft;AQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;R64 47X;Active;;MC Lab;MW-PM175;365;Pressure;;60465;;;;;;;Manufacturing;Pressure;+/- 25.0" WC;Working;;6/25/2022;;6/25/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
586;Bemco Environmental Chamber;Bemco;FB1.5V-20/350;Cal Not Req;Dave Niezgodzki;P01 Pilot Line;Active;;Bemco;MS-EC01;1800;Temperature;;4442-12;;;;;;;Manufacturing;Temperature;-100 F to 350 F;N/A;;11/17/2021;;12/13/2016;Indirect Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
587;Bemco Environmental Chamber;Bemco;FB1.5V-20/350;Cal Not Req;Dave Niezgodzki;P01 Pilot Line;Active;;Bemco;MS-EC02;1800;Temperature;;4442-26;;;;;;;Manufacturing;Temperature;-100 F to 350 F;N/A;;11/17/2021;;12/13/2016;Indirect Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
588;Humidity & Temperature Meter;Vaisala;HMT333;Calibration;Dave Niezgodzki;P01 Pilot Line;Active;;Vaisala;MW-HMT13;365;Temperature & Humidity;;K0310114;;;;;;;Manufacturing;CDT Line Temp. Match Fixture;0-100%rH, -40 - 80 Deg. C;Working;;4/26/2022;;4/26/2021;Direct Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
589;Pressure Controller;Mensor;CPC3000( 0.025% F.S.);Calibration;Dave Niezgodzki;MC Lab;Active;;Mensor;LW-PC05;365;Pressure;;810157;;;;;;;Lab;Pressure;0 - 1000 PSIG;Working;;9/1/2022;;9/1/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
590;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.07%);Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM087;365;Pressure;;25851;;;;;;1000;Lab;Pressure;0 - 0.25" WC;Working;;6/23/2022;;6/23/2021;Direct impact;;;;;;;;;;;;;;;;False;MC Lab
591;Ashcroft Module;Ashcroft;GQS-1 (+/- 0.07%);Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM088;365;Pressure;;25853;;;;;;1001;Lab;Pressure;0 - 0.5" WC;Working;;6/23/2022;;6/23/2021;Direct impact;;;;;;;;;;;;;;;;False;MC Lab
592;Ashcroft Module;ASG;GQS-1 (+/- 0.06%);Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM089;365;Pressure;;16384;;;;;;1004;Lab;Pressure;0 - 5.0" WC;Working;;9/9/2022;;9/9/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
593;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LW-MFC021;365;Multi-Function Calibrator;;49305;;;;;;;Lab;Lab;Multi;Working;;9/14/2022;;9/14/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
594;Torque Wrench;Proto;6016;Calibration;Dave Niezgodzki;MC Lab;Active;;Fox Valley Metrology;LW-TW02;365;Torque Measurement;;6004 PB;;;;;;;Lab;Torque;0 - 150 Ft-Lbs.;Working;;3/19/2022;;3/19/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
595;MC DAQ;Measurement Computing;USB-2416;Cal Not Req;Dave Niezgodzki;MC Lab;Inactive;;Measurement Comp.;LW-DAQ23;365;Electrical Measurement;;91940;;;;;;;Lab;Lab;Multi;Working;;6/22/2021;;6/22/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
596;V-Cone Differential Pressure Flowmeter;McCrometer;VB08QE01N-N;Calibration;Dave Niezgodzki;SAH Lab;Active;;McCrometer;LW-FB01-FM05;365;Flow Measurement;;16-2058;71;;;;;;Lab;Flow;0 - 50 Ft/sec.;Working;;11/15/2017;;12/21/2016;Direct Impact;;;;;;;;;;;;;;;;False;SAH Lab
597;Pace Pressure Module;GE/Druck;CM0-18G;Calibration;Dave Niezgodzki;R64 490A HKIT;Active;;Transcat;MW-PCM08;365;Pressure;;10584968;;;;;;;Manufacturing;Pressure;-15 to 3000 PSIG;Working;;12/14/2017;;1/4/2017;Direct Impact;;;;;;;;;;;;;;;;False;R64
598;Pace Chassis;GE/Druck;5000;Cal Not Req;Dave Niezgodzki;R64 490A HKIT;Active;;Transcat;MW-DPI03;1826;Pressure Indicator;;10589317;;;;;;;Manufacturing;Pressure;Various;Reference;;12/1/2021;;1/4/2017;Indirect Impact;;;;;;;;;;;;;;;;False;R64
599;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R64;Active;;MC Lab;MW-MFC065;365;Multi-Function Calibrator;;51172;;;;;;;Manufacturing;Multiple;Multi;Working;;8/18/2022;;8/18/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
600;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R64 477AV;Active;;MC Lab;MW-MFC066;365;Multi-Function Calibrator;;49467;;;;;;;Manufacturing;Multiple;Multi;Working;;8/18/2022;;8/18/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
601;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;MC Lab;Active;;PSL;LW-PM090;365;Pressure;;5809;;;;;;;Lab;Pressure;0 - 5.0 PSIG;Working;;4/13/2022;;4/13/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
602;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.1%);Calibration;Dave Niezgodzki;MC Lab;Active;;PSL;LW-PM091;365;Pressure;;10668;;;;;;;Lab;Pressure;0 - 30.0 PSIG;Working;;4/14/2022;;4/14/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
603;Micro-Torque Screwdriver;Mountz;QSN600FH;Calibration;Dave Niezgodzki;MC Lab;Active;;Fox Valley Metrology;LW-TSD01;365;Torque Measurement;;6CJ011087;;;;;;;Lab;Torque;1.2 - 6 Nm;Working;;1/11/2018;;1/11/2017;Direct impact;;;;;;;;;;;;;;;;False;MC Lab
604;Agilent DAQ;Agilent;34970A;Calibration;Dave Niezgodzki;MC Lab;Active;;Innocal;LW-DAQ24;182;Electrical Measurement;;US37029531;;;;;;;Lab;Lab;Multi;Working;;2/25/2020;-1;8/27/2019;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
605;Agilent DAQ;Agilent;34970A;Calibration;Dave Niezgodzki;MC Lab;Active;;Innocal;LW-DAQ25;365;Electrical Measurement;;US37006262;;;;;;;Lab;Lab;Multi;Working;;1/6/2018;;1/6/2017;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
606;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R54;Active;;Accredited Lab;MW-MFC067;365;Multi-Function Calibrator;;49326;;;;;;;Manufacturing;Multiple;Multi;Working;;2/9/2022;;2/9/2021;Direct impact;;;;;;;;;;;;;;;;False;R54
607;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R54;Active;;MC Lab;MW-MFC068;365;Multi-Function Calibrator;;51151;;;;;;;Manufacturing;Multiple;Multi;Working;;8/18/2022;;8/18/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
608;Vaisala Humidity & Temperature Meter;Vaisala;HMT333;Calibration;Dave Niezgodzki;MC Lab;Active;;Vaisala;LW-HMT07;182;Temperature & Humidity;;K1440121;;;;;;;Lab;Temperature & Humidity;0-100%rH, -40 - 100 Deg. C;Working;;2/17/2022;;8/19/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
609;Tektronix Digital Power Supply;Tektronix;PWS2721;Cal Not Req;Dave Niezgodzki;MC Lab;Active;;MC Lab;LS-DPS01;1826;Electrical Power;;C010167;;;;;;;Lab;Electrical DC;0 - 72 Vdc, 1.5A;N/A;;1/11/2022;;1/11/2017;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
610;Pace Chassis;GE/Druck;6000;Cal Not Req;Dave Niezgodzki;MC Lab;Active;;Transcat;LW-DPI09;1826;Digital Pressure Indicator;;3506891;;;;;;;Lab;Pressure;;Working;;1/11/2022;;1/11/2017;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
611;Vacuum Pump;Welch Rietschle Thomas;2546B-01;Cal Not Req;Dave Niezgodzki;MC Lab;Active;;MC Lab;LS-VP01;1826;Pressure;;090400000080;;;;;;;Lab;Vacuum;27.6" Hg;N/A;;1/11/2022;;1/11/2017;No Impact;;;;;;;;;;;;;;;;False;MC Lab
612;SAKO Power Supply;Sanke Electrical;SK1760SL3A;Cal Not Req;Dave Niezgodzki;MC Lab;Active;;MC Lab;LS-DPS02;1826;Electrical Power;;0410001;;;;;;;Lab;Electrical DC;3.2 - 54 Vdc, 3A;N/A;;1/11/2022;;1/11/2017;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
613;Digital Multimeter;HP;34401A;Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LS-DMM05;91;Electrical Measurement;;US36041370;;;;;;;Lab;Lab;Multi;Secondary;;2/13/2020;;11/14/2019;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
614;Digital Multimeter;Agilent;34401A;Cal Not Req;Dave Niezgodzki;MC Lab;Active;;MC Lab;LS-DMM06;1826;Electrical Measurement;;MY44005389;;;;;;;Lab;Lab;Multi;Secondary;;1/11/2022;;1/11/2017;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
615;Generic;MC Lab;;Cal Not Req;Dave Niezgodzki;MC Lab;Active;;MC Lab;LS-GPS01;1826;Electrical Power;;;;;;;;;Lab;Electrical DC;24 Vdc, .25A;N/A;;1/11/2022;;1/11/2017;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
616;Generic;MC Lab;;Cal Not Req;Dave Niezgodzki;MC Lab;Active;;MC Lab;LS-GPS02;1826;Electrical Power;;;;;;;;;Lab;Electrical DC;24 Vdc, .25A;N/A;;1/11/2022;;1/11/2017;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
617;Generic;MC Lab;;Cal Not Req;Dave Niezgodzki;MC Lab;Active;;MC Lab;LS-GPS03;1826;Electrical Power;;;;;;;;;Lab;Electrical DC;24 Vdc, .25A;N/A;;1/11/2022;;1/11/2017;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
618;HP Power Supply;HP;E3620A;Cal Not Req;Dave Niezgodzki;MC Lab;Active;;MC Lab;LS-DPS03;1826;Electrical Power;;LR 85750 C;;;;;;;Lab;Electrical DC;0 - 25 Vdc, 1A;N/A;;1/12/2022;;1/12/2017;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
619;KIKUSUI Power Supply;KIKUSUI;PAD 160-3.5L;Cal Not Req;Dave Niezgodzki;MC Lab;Active;;MC Lab;LS-DPS04;1826;Electrical Power;;27020664;;;;;;;Lab;Electrical DC;0 - 160 Vdc, 3.5A;N/A;;1/12/2022;;1/12/2017;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
620;KIKUSUI Power Supply;KIKUSUI;PAB 32-2A;Cal Not Req;Dave Niezgodzki;MC Lab;Active;;MC Lab;LS-DPS05;1826;Electrical Power;;12266163;;;;;;;Lab;Electrical DC;0 - 32 Vdc, 2A;N/A;;1/12/2022;;1/12/2017;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
621;Current Loop;MC Lab;;Cal Not Req;Dave Niezgodzki;MC Lab;Active;;MC Lab;LS-CL01;1826;Electrical Power;;;;;;;;;Lab;Electrical DC;4 - 20 mA;N/A;;1/12/2022;;1/12/2017;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
622;Sorensen Power Supply;Sorensen;LT 30-3;Cal Not Req;Dave Niezgodzki;MC Lab;Active;;MC Lab;LS-DPS06;1826;Electrical Power;;9649032;;;;;;;Lab;Electrical DC;0 - 30 Vdc, 3A, Fixed 5 Vdc 3A;N/A;;1/12/2022;;1/12/2017;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
